session.id,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
119959,22,0.0934,0.1393,0.0459,0.0916,0.1259,0.0343,0.0536,0.0401,-0.0135,0.0769,0.2545,0.1776,0.0581,0.3368,0.2787,0.0513,0.207,0.1557,0.0874,0.2379,0.1505,0.1093,0.0726,-0.0367,0.0774,0.1075,0.0301,0.0927,0.1823,0.0896,0.0665
119959,25,0.0813,0.1419,0.0606,0.0779,0.107,0.0291,0.0549,0.0563,0.0014,0.0739,0.2101,0.1362,0.0726,0.2811,0.2085,0.0747,0.1507,0.076,0.0861,0.1427,0.0566,0.093,0.065,-0.028,0.0758,0.1075,0.0317,0.0512,0.1659,0.1147,0.0805
119959,26,0.1059,0.1797,0.0738,0.0499,0.0763,0.0264,0.0573,0.0631,0.0058,0.0934,0.5322,0.4388,0.0694,0.7031,0.6337,0.0637,0.1714,0.1077,0.0642,0.3298,0.2656,0.109,0.1431,0.0341,0.0771,0.1275,0.0504,0.0866,0.1873,0.1007,0.0594
119959,27,0.0905,0.1614,0.0709,0.0971,0.1098,0.0127,0.0687,0.0528,-0.0159,0.0848,0.2365,0.1517,0.0694,0.247,0.1776,0.0697,0.1307,0.061,0.0871,0.1197,0.0326,0.0845,0.1012,0.0167,0.0512,0.0731,0.0219,0.0642,0.1828,0.1186,0.0599
119959,29,0.0934,0.1316,0.0382,0.056,0.0951,0.0391,0.0721,0.0473,-0.0248,0.0562,0.199,0.1428,0.0518,0.3066,0.2548,0.0772,0.1828,0.1056,0.081,0.1832,0.1022,0.0982,0.0813,-0.0169,0.0945,0.1056,0.0111,0.0639,0.1538,0.0899,0.0694
119959,30,0.1124,0.2992,0.1868,0.0916,0.127,0.0354,0.0763,0.0293,-0.047,0.0718,0.6449,0.5731,0.0676,0.2925,0.2249,0.0685,0.1683,0.0998,0.0827,0.0806,-0.0021,0.0967,0.0861,-0.0106,0.0832,0.0985,0.0153,0.0742,0.1741,0.0999,0.0734
119959,31,0.0697,0.0955,0.0258,0.0599,0.1246,0.0647,0.0602,0.0486,-0.0116,0.032,0.3455,0.3135,0.0676,0.3337,0.2661,0.0716,0.1716,0.1,0.0806,0.0748,-0.0058,0.0983,0.1036,0.0053,0.0642,0.0742,0.01,0.0829,0.2169,0.134,0.0916
119959,32,0.0858,0.171,0.0852,0.0599,0.1048,0.0449,0.0399,0.0861,0.0462,0.0536,0.2613,0.2077,0.0758,0.2342,0.1584,0.0774,0.1476,0.0702,0.0956,0.1627,0.0671,0.0673,0.0874,0.0201,0.051,0.0668,0.0158,0.0781,0.1952,0.1171,0.0723
119959,33,0.085,0.1572,0.0722,0.0528,0.147,0.0942,0.0858,0.0557,-0.0301,0.0813,0.2483,0.167,0.047,0.3284,0.2814,0.061,0.264,0.203,0.0979,0.1627,0.0648,0.1016,0.0842,-0.0174,0.0924,0.1317,0.0393,0.089,0.196,0.107,0.0766
119959,34,0.09,0.1554,0.0654,0.0594,0.0995,0.0401,0.081,0.062,-0.019,0.0697,0.2235,0.1538,0.0826,0.265,0.1824,0.0727,0.1846,0.1119,0.0763,0.0822,0.0059,0.0903,0.1017,0.0114,0.0916,0.1423,0.0507,0.0602,0.1952,0.135,0.0781
119959,35,0.085,0.1372,0.0522,0.0673,0.1296,0.0623,0.0558,0.0267,-0.0291,0.0864,0.884,0.7976,0.0586,0.2629,0.2043,0.0716,0.1817,0.1101,0.0774,0.121,0.0436,0.0813,0.075,-0.0063,0.0805,0.1193,0.0388,0.08,0.1921,0.1121,0.0774
119959,36,0.0869,0.1525,0.0656,0.0644,0.1048,0.0404,0.0729,0.0518,-0.0211,0.0821,0.2196,0.1375,0.0805,0.2943,0.2138,0.066,0.1988,0.1328,0.0787,0.1115,0.0328,0.0956,0.1152,0.0196,0.0362,0.2769,0.2407,0.0874,0.2372,0.1498,0.0718
119959,37,0.0742,0.4357,0.3615,0.0584,0.089,0.0306,0.0578,0.0684,0.0106,0.0834,0.2636,0.1802,0.0713,0.273,0.2017,0.0721,0.159,0.0869,0.0744,0.1059,0.0315,0.0821,0.0787,-0.0034,0.0784,0.108,0.0296,0.1024,0.2171,0.1147,0.0686
119959,38,0.0531,0.1087,0.0556,0.0839,0.1093,0.0254,0.0684,0.0362,-0.0322,0.0782,0.2925,0.2143,0.0752,0.2732,0.198,0.0771,0.1629,0.0858,0.0837,0.1147,0.031,0.0784,0.1059,0.0275,0.0425,0.0628,0.0203,0.0861,0.195,0.1089,0.0818
119959,39,0.0842,0.1279,0.0437,0.0734,0.1138,0.0404,0.0637,0.0623,-0.0014,0.0793,0.8612,0.7819,0.0589,0.2495,0.1906,0.0747,0.1787,0.104,0.0752,0.1104,0.0352,0.0808,0.0978,0.017,0.0536,0.066,0.0124,0.0768,0.1812,0.1044,0.0731
119959,40,0.0499,0.1206,0.0707,0.0702,0.1423,0.0721,0.0727,0.0555,-0.0172,0.0795,0.364,0.2845,0.0655,0.269,0.2035,0.0769,0.1727,0.0958,0.0901,0.0888,-0.0013,0.0857,0.0817,-0.004,0.0495,0.0804,0.0309,0.0742,0.1852,0.111,0.065
119959,41,0.0905,0.2546,0.1641,0.0771,0.0988,0.0217,0.0476,0.0465,-0.0011,0.0748,0.8483,0.7735,0.0541,0.2255,0.1714,0.065,0.2445,0.1795,0.1011,0.2719,0.1708,0.0755,0.0932,0.0177,0.0876,0.1618,0.0742,0.0964,0.3692,0.2728,0.0771
119959,42,0.0774,0.1802,0.1028,0.0882,0.1014,0.0132,0.0758,0.3439,0.2681,0.0562,0.4357,0.3795,0.0462,0.2419,0.1957,0.0713,0.1626,0.0913,0.0784,0.0928,0.0144,0.0927,0.1128,0.0201,0.0568,0.123,0.0662,0.0349,0.172,0.1371,0.0839
119959,43,0.0998,0.2172,0.1174,0.0837,0.1014,0.0177,0.0721,0.293,0.2209,0.1008,0.446,0.3452,0.0581,0.2242,0.1661,0.0771,0.1537,0.0766,0.1093,0.1194,0.0101,0.094,0.0898,-0.0042,0.0394,0.0803,0.0409,0.066,0.1754,0.1094,0.0742
119959,46,0.0692,0.2269,0.1577,0.0964,0.1073,0.0109,0.0615,0.024,-0.0375,0.0819,0.1985,0.1166,0.0787,0.2405,0.1618,0.0682,0.5374,0.4692,0.0766,0.1049,0.0283,0.0863,0.0689,-0.0174,0.0676,0.1196,0.052,0.0692,0.1646,0.0954,0.0597
119959,47,0.1106,0.1604,0.0498,0.0713,0.1265,0.0552,0.0467,0.1095,0.0628,0.0818,0.5085,0.4267,0.0713,0.2572,0.1859,0.0634,0.1503,0.0869,0.0843,0.083,-0.0013,0.0893,0.1049,0.0156,0.0911,0.1262,0.0351,0.023,0.124,0.101,0.0723
119959,49,0.0771,0.0759,-0.0012,0.0655,0.449,0.3835,0.0671,0.065,-0.0021,0.0752,0.262,0.1868,0.0824,0.2161,0.1337,0.0801,0.1414,0.0613,0.0771,0.1205,0.0434,0.0908,0.0776,-0.0132,0.1204,0.1597,0.0393,0.0423,0.171,0.1287,0.0768
119959,50,0.1124,0.1477,0.0353,0.0776,0.1502,0.0726,0.0409,0.0473,0.0064,0.0784,0.2191,0.1407,0.0789,0.2613,0.1824,0.069,0.1675,0.0985,0.1235,0.1521,0.0286,0.0927,0.121,0.0283,0.0668,0.1225,0.0557,0.0787,0.1855,0.1068,0.0789
133756,7,0.0628,0.9664,0.9036,0.0797,0.1971,0.1174,0.0726,0.3171,0.2445,0.0855,0.4998,0.4143,0.0604,0.5856,0.5252,0.0697,0.4764,0.4067,0.0681,0.1117,0.0436,0.1229,0.3835,0.2606,0.048,0.3742,0.3262,0.0639,0.2845,0.2206,0.0538
133756,13,0.0575,0.4002,0.3427,0.071,0.2161,0.1451,0.0649,0.2746,0.2097,0.0747,0.3761,0.3014,0.0578,0.5375,0.4797,0.0496,0.3851,0.3355,0.0681,0.166,0.0979,0.1079,0.3239,0.216,0.0522,0.346,0.2938,0.0538,0.3667,0.3129,0.0309
133756,16,0.0704,0.333,0.2626,0.0699,0.1788,0.1089,0.0773,0.2762,0.1989,0.0818,0.355,0.2732,0.067,0.5763,0.5093,0.0567,0.4603,0.4036,0.0594,0.0901,0.0307,0.1395,0.2406,0.1011,0.062,0.2724,0.2104,0.0599,0.2613,0.2014,0.0554
133756,23,0.0683,0.4551,0.3868,0.0689,0.1805,0.1116,0.061,0.436,0.375,0.0765,0.7234,0.6469,0.0625,0.5062,0.4437,0.0362,0.4,0.3638,0.0588,0.0536,-0.0052,0.1192,0.2482,0.129,0.062,0.2774,0.2154,0.0573,0.2392,0.1819,0.0549
133756,27,0.0752,0.3032,0.228,0.0586,0.201,0.1424,0.0573,0.258,0.2007,0.0778,0.3212,0.2434,0.0639,0.588,0.5241,0.0551,0.4009,0.3458,0.0612,0.0795,0.0183,0.1158,0.2504,0.1346,0.0575,0.2695,0.212,0.062,0.2607,0.1987,0.0507
133756,31,0.0646,0.3807,0.3161,0.0707,0.1678,0.0971,0.0781,0.2807,0.2026,0.0834,0.3972,0.3138,0.0678,0.5107,0.4429,0.0599,0.6708,0.6109,0.0602,0.1655,0.1053,0.0857,0.3621,0.2764,0.0639,0.311,0.2471,0.0591,0.3222,0.2631,0.0443
133756,32,0.0599,0.39,0.3301,0.0702,0.2155,0.1453,0.0712,0.2353,0.1641,0.0831,0.3191,0.236,0.0612,0.5969,0.5357,0.0493,0.3793,0.33,0.0641,0.0853,0.0212,0.0921,0.2488,0.1567,0.0549,0.2643,0.2094,0.0602,0.4768,0.4166,0.0549
133756,36,0.0694,0.1893,0.1199,0.0615,0.1768,0.1153,0.0631,0.2084,0.1453,0.0839,0.5245,0.4406,0.0617,0.6069,0.5452,0.0562,0.4407,0.3845,0.0591,0.1059,0.0468,0.1335,0.2493,0.1158,0.0557,0.5441,0.4884,0.0546,0.4846,0.43,0.0509
133756,40,0.0644,0.1276,0.0632,0.0757,0.2036,0.1279,0.0594,0.2401,0.1807,0.0915,0.4293,0.3378,0.0612,0.4806,0.4194,0.0641,0.504,0.4399,0.0586,0.1146,0.056,0.1282,0.2045,0.0763,0.0581,0.2962,0.2381,0.0493,0.3448,0.2955,0.0464
133756,45,0.0441,0.3164,0.2723,0.072,0.1765,0.1045,0.0662,0.2579,0.1917,0.0839,0.3352,0.2513,0.0565,0.6088,0.5523,0.0604,0.4141,0.3537,0.0557,0.0893,0.0336,0.1567,0.2306,0.0739,0.0528,0.2775,0.2247,0.062,0.2974,0.2354,0.0486
135716,1,0.0501,0.699,0.6489,0.0467,0.0478,0.0011,0.0849,0.1701,0.0852,0.0873,0.2542,0.1669,0.0628,0.3008,0.238,0.0773,0.2179,0.1406,0.0654,0.3772,0.3118,0.1021,0.0855,-0.0166,0.1124,0.0807,-0.0317,0.0765,0.5334,0.4569,0.0715
135716,2,0.0515,0.6192,0.5677,0.0673,0.0641,-0.0032,0.0874,0.1452,0.0578,0.0694,0.2519,0.1825,0.0596,0.2847,0.2251,0.0712,0.1973,0.1261,0.0704,0.1715,0.1011,0.0776,0.2198,0.1422,0.0984,0.0646,-0.0338,0.0887,0.2924,0.2037,0.061
135716,3,0.0551,0.5627,0.5076,0.0863,0.0617,-0.0246,0.1132,0.1425,0.0293,0.0723,0.2624,0.1901,0.0528,0.2723,0.2195,0.0649,0.2064,0.1415,0.0728,0.3891,0.3163,0.0855,0.0494,-0.0361,0.094,0.0517,-0.0423,0.1051,0.316,0.2109,0.0755
135716,4,0.0525,0.5841,0.5316,0.0973,0.0675,-0.0298,0.105,0.1122,0.0072,0.071,0.2941,0.2231,0.0538,0.311,0.2572,0.0697,0.2185,0.1488,0.0739,0.3712,0.2973,0.095,0.0755,-0.0195,0.0932,0.0538,-0.0394,0.1146,0.327,0.2124,0.0731
135716,5,0.0538,0.6128,0.559,0.0718,0.0491,-0.0227,0.1076,0.1184,0.0108,0.0818,0.2798,0.198,0.0586,0.2999,0.2413,0.0689,0.2264,0.1575,0.0512,0.3704,0.3192,0.0953,0.0871,-0.0082,0.0929,0.0549,-0.038,0.0976,0.3222,0.2246,0.0583
135716,6,0.0525,0.6289,0.5764,0.0784,0.0649,-0.0135,0.1045,0.1106,0.0061,0.0773,0.2732,0.1959,0.0686,0.2768,0.2082,0.0575,0.1939,0.1364,0.072,0.3458,0.2738,0.0868,0.108,0.0212,0.1039,0.0643,-0.0396,0.1161,0.328,0.2119,0.061
135716,7,0.0525,0.5522,0.4997,0.0895,0.0673,-0.0222,0.1048,0.1243,0.0195,0.0567,0.2711,0.2144,0.0483,0.2722,0.2239,0.0617,0.2105,0.1488,0.0673,0.2826,0.2153,0.0741,0.1121,0.038,0.0929,0.0757,-0.0172,0.0802,0.2871,0.2069,0.0501
135716,8,0.0499,0.5485,0.4986,0.0768,0.0533,-0.0235,0.1063,0.124,0.0177,0.0607,0.2511,0.1904,0.053,0.2873,0.2343,0.0549,0.2164,0.1615,0.0673,0.3155,0.2482,0.0639,0.1072,0.0433,0.1,0.0477,-0.0523,0.109,0.3175,0.2085,0.0517
135716,12,0.0573,0.5316,0.4743,0.0855,0.0536,-0.0319,0.1314,0.124,-0.0074,0.0689,0.235,0.1661,0.0662,0.238,0.1718,0.0712,0.2187,0.1475,0.0715,0.3844,0.3129,0.0617,0.081,0.0193,0.0768,0.0414,-0.0354,0.0916,0.3196,0.228,0.062
135716,14,0.0507,0.5293,0.4786,0.0805,0.0747,-0.0058,0.0902,0.0976,0.0074,0.0617,0.2584,0.1967,0.0525,0.2767,0.2242,0.0567,0.2071,0.1504,0.0728,0.364,0.2912,0.0963,0.0805,-0.0158,0.1166,0.0667,-0.0499,0.0818,0.3233,0.2415,0.0433
135716,15,0.0388,0.5087,0.4699,0.0791,0.0464,-0.0327,0.1292,0.1184,-0.0108,0.0696,0.4172,0.3476,0.0681,0.3179,0.2498,0.071,0.2385,0.1675,0.0715,0.3216,0.2501,0.0926,0.0897,-0.0029,0.0887,0.0475,-0.0412,0.1187,0.329,0.2103,0.0596
135716,19,0.0559,0.5078,0.4519,0.0832,0.0607,-0.0225,0.114,0.1204,0.0064,0.0546,0.2809,0.2263,0.0583,0.3081,0.2498,0.0536,0.2309,0.1773,0.0517,0.3696,0.3179,0.0741,0.0926,0.0185,0.0937,0.0477,-0.046,0.1024,0.3151,0.2127,0.0406
135716,21,0.0559,0.5677,0.5118,0.075,0.0478,-0.0272,0.1069,0.1375,0.0306,0.0631,0.2812,0.2181,0.0509,0.2817,0.2308,0.0623,0.2121,0.1498,0.0657,0.3722,0.3065,0.0728,0.0842,0.0114,0.0744,0.0374,-0.037,0.1137,0.3686,0.2549,0.076
135716,22,0.0591,0.5508,0.4917,0.0842,0.0604,-0.0238,0.1151,0.1415,0.0264,0.0657,0.2943,0.2286,0.0583,0.3205,0.2622,0.0639,0.2021,0.1382,0.0565,0.3543,0.2978,0.0921,0.0837,-0.0084,0.0816,0.0562,-0.0254,0.0982,0.3473,0.2491,0.0533
135716,24,0.0499,0.5134,0.4635,0.0652,0.0488,-0.0164,0.109,0.1185,0.0095,0.0575,0.2671,0.2096,0.0633,0.2946,0.2313,0.0613,0.1834,0.1221,0.0528,0.3427,0.2899,0.0807,0.0591,-0.0216,0.0868,0.4887,0.4019,0.1082,0.3452,0.237,0.0499
135716,28,0.0525,0.502,0.4495,0.0792,0.0528,-0.0264,0.1058,0.114,0.0082,0.0575,0.2648,0.2073,0.0522,0.2962,0.244,0.0599,0.2071,0.1472,0.0752,0.3422,0.267,0.0939,0.4463,0.3524,0.0887,0.053,-0.0357,0.1159,0.3252,0.2093,0.0536
135716,31,0.0594,0.5467,0.4873,0.1116,0.0704,-0.0412,0.1212,0.1177,-0.0035,0.06,0.2681,0.2081,0.0617,0.2548,0.1931,0.0654,0.2258,0.1604,0.0615,0.3145,0.253,0.0623,0.061,-0.0013,0.0956,0.0499,-0.0457,0.1193,0.3505,0.2312,0.0454
135716,32,0.0454,0.4984,0.453,0.0779,0.0599,-0.018,0.1188,0.1202,0.0014,0.0675,0.2468,0.1793,0.0551,0.2433,0.1882,0.0644,0.2164,0.152,0.0588,0.321,0.2622,0.0534,0.0444,-0.009,0.1059,0.0541,-0.0518,0.1365,0.3569,0.2204,0.0464
135716,34,0.0541,0.5429,0.4888,0.0752,0.0554,-0.0198,0.1124,0.1227,0.0103,0.061,0.2559,0.1949,0.0507,0.2533,0.2026,0.0668,0.2533,0.1865,0.0718,0.3216,0.2498,0.0694,0.0726,0.0032,0.118,0.0591,-0.0589,0.1174,0.3496,0.2322,0.0596
135716,35,0.0525,0.5139,0.4614,0.085,0.0538,-0.0312,0.1093,0.1233,0.014,0.0636,0.2574,0.1938,0.0596,0.2699,0.2103,0.062,0.2304,0.1684,0.0549,0.2886,0.2337,0.0726,0.0689,-0.0037,0.12,0.0501,-0.0699,0.1371,0.3654,0.2283,0.1008
135716,36,0.0486,0.5066,0.458,0.0742,0.052,-0.0222,0.1185,0.0974,-0.0211,0.066,0.2717,0.2057,0.0612,0.2813,0.2201,0.0586,0.2298,0.1712,0.0354,0.4071,0.3717,0.0823,0.0773,-0.005,0.0882,0.0375,-0.0507,0.1356,0.3549,0.2193,0.0581
135716,39,0.0573,0.4952,0.4379,0.0744,0.0562,-0.0182,0.1063,0.1031,-0.0032,0.0618,0.2791,0.2173,0.0533,0.2783,0.225,0.0581,0.2291,0.171,0.0636,0.358,0.2944,0.0528,0.0433,-0.0095,0.0995,0.0512,-0.0483,0.1177,0.3673,0.2496,0.0544
135716,43,0.0517,0.4952,0.4435,0.0712,0.0472,-0.024,0.1208,0.1163,-0.0045,0.0639,0.3173,0.2534,0.0517,0.2918,0.2401,0.0644,0.2528,0.1884,0.0583,0.2973,0.239,0.0747,0.0827,0.008,0.0984,0.0506,-0.0478,0.1079,0.3399,0.232,0.0581
135716,45,0.0536,0.5208,0.4672,0.0747,0.043,-0.0317,0.1124,0.1657,0.0533,0.0623,0.2835,0.2212,0.0501,0.3009,0.2508,0.0602,0.2417,0.1815,0.0757,0.3377,0.262,0.0708,0.0539,-0.0169,0.1167,0.0668,-0.0499,0.1108,0.342,0.2312,0.047
135716,49,0.0554,0.4717,0.4163,0.0881,0.0554,-0.0327,0.1126,0.1184,0.0058,0.062,0.2951,0.2331,0.0515,0.2628,0.2113,0.0681,0.2251,0.157,0.0675,0.3215,0.254,0.0826,0.0676,-0.015,0.0937,0.062,-0.0317,0.1266,0.3433,0.2167,0.0607
155663,1,0.1188,0.195,0.0762,0.1156,0.2811,0.1655,0.1264,0.3576,0.2312,0.147,0.4671,0.3201,0.0702,0.711,0.6408,0.1589,0.6219,0.463,0.1684,0.9538,0.7854,0.1771,1.1416,0.9645,0.1117,0.0615,-0.0502,0.1178,0.2375,0.1197,0.0953
155663,3,0.0818,0.51,0.4282,0.0663,0.0703,0.004,0.1059,0.1347,0.0288,0.1003,0.5291,0.4288,0.0718,0.3453,0.2735,0.0943,0.1395,0.0452,0.1098,0.1764,0.0666,0.1299,0.0901,-0.0398,0.1145,0.0989,-0.0156,0.1264,0.8148,0.6884,0.1209
155663,12,0.0977,0.2385,0.1408,0.0752,0.0985,0.0233,0.1075,0.1022,-0.0053,0.0779,0.2877,0.2098,0.0647,0.3023,0.2376,0.1122,0.0887,-0.0235,0.0861,0.1176,0.0315,0.1212,0.065,-0.0562,0.0956,0.0742,-0.0214,0.1328,0.1287,-0.0041,0.1169
155663,40,0.1227,0.1522,0.0295,0.1183,0.1896,0.0713,0.1259,0.1893,0.0634,0.1307,0.3415,0.2108,0.0539,0.8182,0.7643,0.1268,0.3142,0.1874,0.1085,0.197,0.0885,0.1721,0.2447,0.0726,0.1436,0.2584,0.1148,0.118,0.3103,0.1923,0.1214
155663,41,0.109,0.2282,0.1192,0.0924,0.1782,0.0858,0.1233,0.1289,0.0056,0.095,0.3066,0.2116,0.0636,0.411,0.3474,0.1067,0.416,0.3093,0.113,0.4495,0.3365,0.151,0.4997,0.3487,0.1222,0.3837,0.2615,0.1325,0.2955,0.163,0.1048
159963,1,0.0655,0.2575,0.192,0.0982,0.1874,0.0892,0.1119,0.2265,0.1146,0.113,1.045,0.932,0.1059,0.6195,0.5136,0.1148,0.3531,0.2383,0.0853,0.1482,0.0629,0.1272,0.2067,0.0795,0.0779,0.2412,0.1633,0.0647,0.6742,0.6095,0.1093
159963,2,0.0415,0.3275,0.286,0.0942,0.1842,0.09,0.0737,0.2497,0.176,0.0855,0.4409,0.3554,0.0892,1.0081,0.9189,0.1122,0.3896,0.2774,0.1045,0.2091,0.1046,0.0961,0.1577,0.0616,0.08,0.2156,0.1356,0.0774,0.4061,0.3287,0.0618
159963,4,0.0594,0.3433,0.2839,0.1011,0.1893,0.0882,0.0821,0.1589,0.0768,0.1222,0.3557,0.2335,0.0961,0.4221,0.326,0.1256,0.3431,0.2175,0.0934,0.1537,0.0603,0.1489,0.1973,0.0484,0.0771,0.2294,0.1523,0.0737,0.89,0.8163,0.0842
159963,5,0.0715,0.4277,0.3562,0.1119,0.222,0.1101,0.0742,0.1724,0.0982,0.1235,0.4117,0.2882,0.0855,0.4018,0.3163,0.1046,0.3368,0.2322,0.0927,0.1883,0.0956,0.1444,0.2083,0.0639,0.0771,0.2824,0.2053,0.0763,0.3934,0.3171,0.0916
159963,10,0.066,0.2646,0.1986,0.0913,0.228,0.1367,0.0737,0.1796,0.1059,0.1404,0.3019,0.1615,0.1024,0.3973,0.2949,0.1481,0.3168,0.1687,0.0882,0.1746,0.0864,0.1251,0.1761,0.051,0.0916,0.2542,0.1626,0.0776,0.4277,0.3501,0.0892
159963,13,0.076,0.3546,0.2786,0.1024,0.1995,0.0971,0.0789,0.1497,0.0708,0.1388,0.3101,0.1713,0.1027,0.464,0.3613,0.1317,0.3339,0.2022,0.0855,0.1579,0.0724,0.1291,0.188,0.0589,0.0803,0.2244,0.1441,0.089,0.3301,0.2411,0.0874
159963,15,0.1338,0.2868,0.153,0.1037,0.208,0.1043,0.09,0.1784,0.0884,0.133,0.3372,0.2042,0.0985,0.4147,0.3162,0.1256,0.3114,0.1858,0.0977,0.1585,0.0608,0.1196,0.1743,0.0547,0.076,0.214,0.138,0.0837,0.3385,0.2548,0.0945
159963,16,0.09,0.2686,0.1786,0.1198,0.2183,0.0985,0.0905,0.171,0.0805,0.1206,0.2781,0.1575,0.1241,0.4224,0.2983,0.1363,0.3271,0.1908,0.0855,0.165,0.0795,0.133,0.2165,0.0835,0.0752,0.2232,0.148,0.0821,0.3443,0.2622,0.1048
159963,17,0.0708,0.2797,0.2089,0.1196,0.2043,0.0847,0.0808,0.1753,0.0945,0.1602,0.3542,0.194,0.1061,0.4796,0.3735,0.1415,0.3408,0.1993,0.0969,0.1572,0.0603,0.1359,0.2051,0.0692,0.0858,0.2301,0.1443,0.0803,0.3209,0.2406,0.0702
159963,18,0.075,0.2454,0.1704,0.1072,0.1975,0.0903,0.0821,0.1806,0.0985,0.1159,0.298,0.1821,0.128,0.4695,0.3415,0.1603,0.7754,0.6151,0.1154,0.3928,0.2774,0.1299,0.4701,0.3402,0.1082,0.2449,0.1367,0.0789,0.3662,0.2873,0.07
159963,19,0.0723,0.305,0.2327,0.0998,0.1975,0.0977,0.0718,0.4471,0.3753,0.0644,0.8563,0.7919,0.127,0.4098,0.2828,0.1207,0.3044,0.1837,0.0845,0.1719,0.0874,0.138,0.1816,0.0436,0.0771,0.2236,0.1465,0.0655,0.2992,0.2337,0.0929
159963,20,0.0737,0.2465,0.1728,0.0958,0.213,0.1172,0.0697,0.1695,0.0998,0.1101,0.2808,0.1707,0.0842,0.4149,0.3307,0.1094,0.3216,0.2122,0.0842,0.1912,0.107,0.1135,0.159,0.0455,0.0903,0.2302,0.1399,0.0747,0.4454,0.3707,0.0565
159963,21,0.0784,0.258,0.1796,0.1035,0.2189,0.1154,0.0747,0.1729,0.0982,0.1027,0.2729,0.1702,0.0821,0.4264,0.3443,0.1283,0.2935,0.1652,0.0945,0.1959,0.1014,0.1183,0.1661,0.0478,0.0708,0.2178,0.147,0.0977,0.7599,0.6622,0.113
159963,26,0.0742,0.2061,0.1319,0.118,0.2344,0.1164,0.0774,0.1727,0.0953,0.1119,0.2987,0.1868,0.1101,0.4203,0.3102,0.1452,0.3028,0.1576,0.095,0.1603,0.0653,0.1307,0.207,0.0763,0.0858,0.2206,0.1348,0.0879,0.3567,0.2688,0.0874
159963,27,0.07,0.2874,0.2174,0.1051,0.1988,0.0937,0.0763,0.1534,0.0771,0.1262,0.2576,0.1314,0.1143,0.4728,0.3585,0.1676,0.374,0.2064,0.0956,0.1812,0.0856,0.1196,0.1772,0.0576,0.0792,0.2104,0.1312,0.0863,0.3445,0.2582,0.0903
159963,31,0.0642,0.238,0.1738,0.1151,0.2033,0.0882,0.1051,0.2015,0.0964,0.1336,0.3057,0.1721,0.1148,0.4321,0.3173,0.1597,0.2943,0.1346,0.1262,0.1669,0.0407,0.1225,0.1743,0.0518,0.0934,0.1926,0.0992,0.0945,0.406,0.3115,0.0758
159963,32,0.0816,0.2496,0.168,0.1095,0.1887,0.0792,0.1,0.1845,0.0845,0.123,0.3177,0.1947,0.0927,0.4564,0.3637,0.1386,0.3199,0.1813,0.114,0.1629,0.0489,0.1354,0.1637,0.0283,0.089,0.2046,0.1156,0.0905,0.4047,0.3142,0.0816
159963,35,0.0842,0.3066,0.2224,0.1114,0.1618,0.0504,0.0911,0.1698,0.0787,0.1024,0.2961,0.1937,0.1077,0.4313,0.3236,0.1632,0.3065,0.1433,0.1043,0.1743,0.07,0.1518,0.3675,0.2157,0.0557,0.3953,0.3396,0.0721,0.4111,0.339,0.0958
159963,38,0.075,0.2124,0.1374,0.1301,0.2307,0.1006,0.0837,0.1803,0.0966,0.1143,0.2528,0.1385,0.1132,0.4466,0.3334,0.1394,0.2846,0.1452,0.1045,0.1603,0.0558,0.1433,0.1705,0.0272,0.1088,0.2151,0.1063,0.1,0.3801,0.2801,0.0998
159963,40,0.0755,0.3158,0.2403,0.0932,0.1684,0.0752,0.0916,0.1835,0.0919,0.0958,0.2921,0.1963,0.0977,0.4155,0.3178,0.1342,0.316,0.1818,0.0644,0.3347,0.2703,0.099,0.1252,0.0262,0.0684,0.2412,0.1728,0.0671,0.3686,0.3015,0.0818
159963,41,0.0866,0.2396,0.153,0.1059,0.24,0.1341,0.0813,0.1671,0.0858,0.1008,0.3335,0.2327,0.1114,0.4675,0.3561,0.165,0.5809,0.4159,0.0774,0.2147,0.1373,0.114,0.161,0.047,0.1249,0.2495,0.1246,0.0763,0.3446,0.2683,0.0934
159963,44,0.075,0.2488,0.1738,0.1024,0.1869,0.0845,0.0874,0.1779,0.0905,0.1138,0.3175,0.2037,0.1296,0.4741,0.3445,0.1415,0.3896,0.2481,0.0763,0.1867,0.1104,0.1217,0.1917,0.07,0.0697,0.2032,0.1335,0.0784,0.3535,0.2751,0.0837
159963,45,0.0842,0.2245,0.1403,0.1159,0.1951,0.0792,0.0752,0.1853,0.1101,0.0932,0.7471,0.6539,0.1533,1.2319,1.0786,0.1605,0.8474,0.6869,0.089,0.1983,0.1093,0.1024,0.1518,0.0494,0.0863,0.2238,0.1375,0.0911,0.4201,0.329,0.076
159963,47,0.0858,0.2554,0.1696,0.0985,0.1743,0.0758,0.1,0.1766,0.0766,0.1059,0.2814,0.1755,0.1117,0.4308,0.3191,0.159,0.2572,0.0982,0.0969,0.1627,0.0658,0.1243,0.1471,0.0228,0.0987,0.2259,0.1272,0.0784,0.3873,0.3089,0.0884
